cve,securitypatchlevel,reference,type,severity,aospversion,securitycomponent,component,other
CVE-2020-0043,2020-03-05,A-137650218 [*](#asterisk),ID,Moderate,N/A,fpc-components,FPC Fingerprint TEE,
CVE-2020-0044,2020-03-05,A-137650219 [*](#asterisk),ID,Moderate,N/A,fpc-components,FPC Fingerprint TEE,
CVE-2020-0069,2020-03-05,A-147882143 [*](#asterisk),EoP,High,N/A,mediatek-components,System,
CVE-2019-14079,2020-03-05,A-138848422 [QC-CR#2521001](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=d33730844c128e688a8e1e7c354a6efd7bff1bfe),N/A,High,N/A,qualcomm-components,USB,
CVE-2018-11838,2020-03-05,A-145545090 [QC-CR#221457](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=d98aa07b53021e269afa337e89408418103367be) [2](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=815cf7b4de9bfe7ed77a04db5c3462d5a29b8e43),N/A,High,N/A,qualcomm-components,WLAN,
CVE-2019-10526,2020-03-05,A-145544085 [QC-CR#2232526](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=f5e23c59116af3c7b9597c8aebcaeeb9935f1b96) [QC-CR#2541970](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-2.0/commit/?id=f7c43c43192396a06b2b12b40934c9e5c79c9911),N/A,High,N/A,qualcomm-components,WLAN,
CVE-2019-10569,2020-03-05,A-145545820 [QC-CR#2315791](https://source.codeaurora.org/quic/la/platform/hardware/qcom/audio/commit/?id=bbf4497352958dd27036503a43cd8a031e7eb9b1),N/A,High,N/A,qualcomm-components,Audio,
CVE-2019-14029,2020-03-05,A-145546793 [QC-CR#2528795](https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=a8dfad11eb0f3368b517c260d0fe98c84d30ccf4),N/A,High,N/A,qualcomm-components,Graphics,
CVE-2019-14032,2020-03-05,A-145546652 [QC-CR#2537311](https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=5ee3d202971888366b6d734de2f92f37cb90656e),N/A,High,N/A,qualcomm-components,Audio,
CVE-2019-14068,2020-03-05,A-145546435 [QC-CR#2507653](https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=0274b6d95e23a112fc75ca44f0634632885852fc) [2](https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=66b26c141c4ecaa3c4e0d4dba53a4421550a329c),N/A,High,N/A,qualcomm-components,Audio,
CVE-2019-14072,2020-03-05,A-145545251 [QC-CR#2509391](https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=1819c4b207f7bcdfff75fff5a629f8766c296fbd),N/A,High,N/A,qualcomm-components,Graphics,
CVE-2019-2317,2020-03-05,A-134436812 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10586,2020-03-05,A-140423909 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10587,2020-03-05,A-140423816 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10593,2020-03-05,A-140424165 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10594,2020-03-05,A-140424564 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10612,2020-03-05,A-140423161 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14031,2020-03-05,A-142271912 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14045,2020-03-05,A-140973418 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14071,2020-03-05,A-145545489 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14083,2020-03-05,A-140973259 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14086,2020-03-05,A-140973417 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14030,2020-03-05,A-145546515 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14097,2020-03-05,A-145546003 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14098,2020-03-05,A-145546314 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10546,2020-03-05,A-145545250 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14095,2020-03-05,A-142843397 [*](#asterisk),N/A,Critical,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2018-11970,2020-03-05,A-114042111 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10603,2020-03-05,A-140424074 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10616,2020-03-05,A-140423338 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10549,2020-03-05,A-140423162 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10550,2020-03-05,A-140423702 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10552,2020-03-05,A-140423817 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10553,2020-03-05,A-140423081 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10554,2020-03-05,A-140424012 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10577,2020-03-05,A-140424166 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14026,2020-03-05,A-142271986 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14027,2020-03-05,A-142271756 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14028,2020-03-05,A-142271831 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-2300,2020-03-05,A-142271659 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-2311,2020-03-05,A-142271967 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14050,2020-03-05,A-143902706 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14081,2020-03-05,A-143902882 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14082,2020-03-05,A-140974589 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14085,2020-03-05,A-143902807 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14048,2020-03-05,A-145545282 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14061,2020-03-05,A-145545758 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10604,2020-03-05,A-145545725 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10591,2020-03-05,A-145545283 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14000,2020-03-05,A-145546434 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14015,2020-03-05,A-145545650 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2020-0014,2020-02-01,[A-128674520](https://android.googlesource.com/platform/frameworks/base/+/d885c3279f3fecb2c08e382c733a440113dae644),EoP,High,"8.0, 8.1, 9, 10",framework,N/A,
CVE-2020-0015,2020-02-01,[A-139017101](https://android.googlesource.com/platform/packages/apps/CertInstaller/+/bdf1dc655cf226d10077e0926049bac0aed0127e),EoP,High,"8.0, 8.1, 9, 10",framework,N/A,
CVE-2019-2200,2020-02-01,[A-67319274](https://android.googlesource.com/platform/frameworks/base/+/aa2ffea8baea65c13ac2b841b3d581f28261dd2b),EoP,High,10,framework,N/A,
CVE-2020-0017,2020-02-01,[A-123232892](https://android.googlesource.com/platform/frameworks/base/+/721e4d085ca3d1dc5826c0ba71615529f544d7f7) [2](https://android.googlesource.com/platform/frameworks/base/+/ea4bce75cfebd7cef90b1e483d752b252f09333c),ID,High,"8.0, 8.1, 9, 10",framework,N/A,
CVE-2020-0018,2020-02-01,[A-139945049](https://android.googlesource.com/platform/frameworks/native/+/7fb8682cbf494e3f1d5c79ebfbd9b020e1191679),ID,High,"8.0, 8.1, 9, 10",framework,N/A,
CVE-2020-0020,2020-02-01,[A-143118731](https://android.googlesource.com/platform/frameworks/base/+/aa68a4f19e6a122b80ca1bcff57228dc795081e5),ID,High,10,framework,N/A,
CVE-2020-0021,2020-02-01,[A-141413692](https://android.googlesource.com/platform/frameworks/base/+/859ead528cd09f6fdf3a85df390745054058d12c) [2](https://android.googlesource.com/platform/frameworks/base/+/fab928923c8255626049e6f459105d2e4c715384) [3](https://android.googlesource.com/platform/frameworks/base/+/f5a3d382a97ef26fefbd15cd02c9993e77f7b813),DoS,High,10,framework,N/A,
CVE-2020-0022,2020-02-01,[A-143894715](https://android.googlesource.com/platform/system/bt/+/3cb7149d8fed2d7d77ceaa95bf845224c4db3baf),DoS,Moderate,10,system,N/A,
CVE-2020-0022,2020-02-01,[A-143894715](https://android.googlesource.com/platform/system/bt/+/3cb7149d8fed2d7d77ceaa95bf845224c4db3baf),RCE,Critical,"8.0, 8.1, 9",system,N/A,
CVE-2020-0023,2020-02-01,[A-145130871](https://android.googlesource.com/platform/packages/apps/Bluetooth/+/0d8307f408f166862fbd6efb593c4d65906a46ae),ID,Critical,10,system,N/A,
CVE-2020-0005,2020-02-01,[A-141552859](https://android.googlesource.com/platform/system/bt/+/771571f69ab9498e9104db3c5c367f1def0a5146),EOP,High,"8.0, 8.1, 9, 10",system,N/A,
CVE-2020-0026,2020-02-01,[A-140419401](https://android.googlesource.com/platform/frameworks/native/+/daf29a6dbfafc6c06654a3878c0ad2a7f8ebc063),EoP,High,"8.0, 8.1, 9, 10",system,N/A,
CVE-2020-0027,2020-02-01,[A-144040966](https://android.googlesource.com/platform/hardware/libhardware/+/2526448930008792615f8b8a718ad09f19390025),EoP,High,"8.0, 8.1, 9, 10",system,N/A,
CVE-2020-0028,2020-02-01,[A-122652057](https://android.googlesource.com/platform/frameworks/base/+/0929eb918071c1e76fd41b677af0973412f8a098) [2](https://android.googlesource.com/platform/frameworks/base/+/b66ddb8e5d08324ab3fc068861cd029a8ffba1b8),ID,High,9,system,N/A,
CVE-2020-0030,2020-02-05,A-145286050 [Upstream kernel](https://android.googlesource.com/kernel/common/+/5eeb2ca0),EoP,High,N/A,kernel-components,Binder driver,
CVE-2019-11599,2020-02-05,A-131964235 [Upstream kernel](https://android.googlesource.com/kernel/common/+/04f5866e41fb70690e28397487d8bd8eea7d712a) [2](https://android.googlesource.com/kernel/common/+/3378ce511d7a792ddf0d69d11ce5e284309893fd),EoP,High,N/A,kernel-components,Memory Map Subsystem,
CVE-2019-14044,2020-02-05,A-143903491 [QC-CR#2175394](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=9c3d819d2d9563779fd1daa4eefef8628de22a86),N/A,High,N/A,qualcomm-components,Camera,
CVE-2019-14046,2020-02-05,A-143902999 [QC-CR#2207235](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=a2198a95c0a1a319bb6d7ed9fefa1b5e905e6418),N/A,High,N/A,qualcomm-components,Camera,
CVE-2019-14049,2020-02-05,A-143903513 [QC-CR#2305531](https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=31142010ccaf6ddad331a7919a7fbf3da80b8359) [2](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=e8d9006612136f93811638c267d8375c55a88437) [3](https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=5f7eaf83d),N/A,High,N/A,qualcomm-components,Kernel,
CVE-2019-14055,2020-02-05,A-143902876 [QC-CR#2352487](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=c0cb074983060d6ff46e312a9db81fde869cd63b),N/A,High,N/A,qualcomm-components,Kernel,
CVE-2019-14063,2020-02-05,A-143901127 [QC-CR#2491577](https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=bab05c57cb51aee957a1fe926c7d3c54378acb6a),N/A,High,N/A,qualcomm-components,Audio,
CVE-2019-10567,2020-02-05,A-140246780 [QC-CR#2520860](https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=1aa9c68484c49a7357c0835b38fa1581bb7d6865) [2](https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=fb37ff663a3d28e3a07549b074c54feb3e4376b5) [3](https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=a8acbcb0),N/A,High,N/A,qualcomm-components,Graphics,
CVE-2019-10590,2020-02-05,A-143903858 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14051,2020-02-05,A-143902841 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14057,2020-02-05,A-143903018 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-14060,2020-02-05,A-143903752 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2020-0001,2020-01-01,[A-140055304](https://android.googlesource.com/platform/frameworks/base/+/f5911687e9b9b9a9c26e1cb58f31c941fb199195),EoP,Moderate,10,framework,N/A,
CVE-2020-0001,2020-01-01,[A-140055304](https://android.googlesource.com/platform/frameworks/base/+/f5911687e9b9b9a9c26e1cb58f31c941fb199195),EoP,High,"8.0, 8.1, 9",framework,N/A,
CVE-2020-0003,2020-01-01,[A-140195904](https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/a422e8c84983c91f804881d36f31a88851400927),EoP,High,8.0,framework,N/A,
CVE-2020-0004,2020-01-01,[A-120847476](https://android.googlesource.com/platform/frameworks/base/+/57fe3f92acf703001ed92e8b2e3c0d0cd79a6ce5),DoS,High,"8.0, 8.1, 9, 10",framework,N/A,
CVE-2020-0002,2020-01-01,[A-142602711](https://android.googlesource.com/platform/external/libavc/+/c4b0440fb7a36cd8692126404f86f1bd7a19701e),RCE,Moderate,10,media-framework,N/A,
CVE-2020-0002,2020-01-01,[A-142602711](https://android.googlesource.com/platform/external/libavc/+/c4b0440fb7a36cd8692126404f86f1bd7a19701e),RCE,Critical,"8.0, 8.1, 9",media-framework,N/A,
CVE-2020-0006,2020-01-01,[A-139738828](https://android.googlesource.com/platform/system/nfc/+/2e1feaad404748c5d9d02d92bb2973d8aa9dfb96),ID,High,"8.0, 8.1, 9, 10",system,N/A,
CVE-2020-0007,2020-01-01,[A-141890807](https://android.googlesource.com/platform/frameworks/native/+/6c524a53c85bd0ee05d2714bc5606d62975e5819) [2](https://android.googlesource.com/platform/system/core/+/73a1bebeaa1bd9ce00b6178c76e420e827da79df),ID,High,"8.0, 8.1, 9, 10",system,N/A,
CVE-2020-0008,2020-01-01,[A-142558228](https://android.googlesource.com/platform/system/bt/+/55f4d920dfe100369d1ccac70ef1bb530d5d73fc),ID,High,"8.0, 8.1, 9, 10",system,N/A,
CVE-2020-0002,2020-01-01,N/A,N/A,N/A,N/A,”Google-Play-system-updates”,Media codecs,
CVE-2019-17666,2020-01-05,A-142967706 [Upstream           kernel](https://android.googlesource.com/kernel/common/+/ee33af324931688a75bcc741f1b6cfbeb4584596),RCE,Critical,N/A,kernel-components,Realtek rtlwifi driver,
CVE-2018-20856,2020-01-05,A-138921316 [Upstream           kernel](https://android.googlesource.com/kernel/common/+/c19199167c87841006350cc7c0a59881416e8748),EoP,High,N/A,kernel-components,Kernel,
CVE-2019-15214,2020-01-05,A-140920734 [Upstream           kernel](https://android.googlesource.com/kernel/common/+/b50e435df2d8b9a1d3e956e1c767dfc7e30a441b),EoP,High,N/A,kernel-components,Sound subsystem,
CVE-2020-0009,2020-01-05,A-142938932 [*](#asterisk),EoP,High,N/A,kernel-components,ashmem,
CVE-2018-11843,2020-01-05,A-111126051 [QC-CR#2216751](https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=ddc0e519f59fda7a8e17355ad6c3b00b8808542e),N/A,High,N/A,qualcomm-components,WLAN host,
CVE-2019-10558,2020-01-05,A-142268223 [QC-CR#2355428](https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=d511cdd22c505bafb4b418ca98de22b66373e022),N/A,High,N/A,qualcomm-components,Kernel,
CVE-2019-10581,2020-01-05,A-142267478 [QC-CR#2451619](https://source.codeaurora.org/quic/la/platform/hardware/qcom/audio/commit/?id=05aed2891fbcc0856dfb6c23f07513b552ba4024),N/A,High,N/A,qualcomm-components,Audio,
CVE-2019-10585,2020-01-05,A-142267685 [QC-CR#2457975](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=8d1b367cf622f63e75d9ed87a901d9865459309f),N/A,High,N/A,qualcomm-components,Kernel,
CVE-2019-10602,2020-01-05,A-142270161 [QC-CR#2165926](https://source.codeaurora.org/quic/la/platform/hardware/qcom/display/commit/?id=e6d40402fa2a8e8958c038dc8801ae206fdad3ef) [2](https://source.codeaurora.org/quic/la/platform/hardware/qcom/display/commit/?id=5deee8ab6355b86aa4efbce5ae54d360b26e6afe),N/A,High,N/A,qualcomm-components,Display,
CVE-2019-10606,2020-01-05,A-142269492 [QC-CR#2192810](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=f4cfee6d9c53c1aadfc68bc1184a08c0397fba1c) [2](https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=dfe360f15a675c908f90a5d6aa13248380aa1dc6),N/A,High,N/A,qualcomm-components,Kernel,
CVE-2019-14010,2020-01-05,A-142269847 [QC-CR#2465851](https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=1209ddf2dbb00898883ee8c738d465c843819c7e) [2](https://source.codeaurora.org/quic/la/platform/vendor/opensource/audio-kernel/commit/?id=b13a605ff599cdde00f24d8ec6d69c5279027af6),N/A,High,N/A,qualcomm-components,Audio,
CVE-2019-14023,2020-01-05,A-142270139 [QC-CR#2493328](https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=b6e067c17fd710bf4714213ab10ba90d5a774aef),N/A,High,N/A,qualcomm-components,Kernel,
CVE-2019-14024,2020-01-05,A-142269993 [QC-CR#2494103](https://source.codeaurora.org/quic/la/platform/vendor/nxp/opensource/packages/apps/Nfc/commit/?id=47e5aedc1c765076ec401f423b6db2c1477b8925),N/A,High,N/A,qualcomm-components,NFC,
CVE-2019-14034,2020-01-05,A-142270258 [QC-CR#2491649](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=50565af0db84465844e4a1351210732111575a33) [2](https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=bbd5ba65fb26fad49f06927015ddf5e0bcffab0c) [3](https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=2f73f3f8c5e589f7cdf719b),N/A,High,N/A,qualcomm-components,Camera,
CVE-2019-14036,2020-01-05,A-142269832 [QC-CR#2200862](https://source.codeaurora.org/quic/qsdk/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/commit/?id=a2cf7fba4485dbf8d5a13db1630a58be1d527173),N/A,High,N/A,qualcomm-components,WLAN host,
CVE-2019-2267,2020-01-05,A-132108182 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10548,2020-01-05,A-137030896 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10532,2020-01-05,A-142271634 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10578,2020-01-05,A-142268949 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10579,2020-01-05,A-142271692 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10582,2020-01-05,A-130574302 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
CVE-2019-10583,2020-01-05,A-131180394 [*](#asterisk),N/A,High,N/A,qualcomm-closed-source-components,Closed-source component,
